Symbol,Name,Sector,industry
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LTEA,Long Island Iced Tea Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
NAKD,Naked Brand Group Inc.,Consumer Non-Durables,Apparel
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
PERY,Perry Ellis International Inc.,Consumer Non-Durables,Apparel
POPE,Pope Resources,Consumer Non-Durables,Environmental Services
PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish
PRMW,Primo Water Corporation,Consumer Non-Durables,Food Distributors
RADA,RADA Electronic Industries Ltd.,Consumer Non-Durables,Electronic Components
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing
RELL,"Richardson Electronics, Ltd.",Consumer Non-Durables,Electronic Components
RELY,"Real Industry, Inc. ",Consumer Non-Durables,Telecommunications Equipment
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,Consumer Non-Durables,Packaged Foods
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SNAK,"Inventure Foods, Inc.",Consumer Non-Durables,Packaged Foods
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Non-Durables,Packaged Foods
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
SYUT,"Synutra International, Inc.",Consumer Non-Durables,Packaged Foods
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components
THST,"Truett-Hurst, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors
WOOF,VCA Inc. ,Consumer Non-Durables,Farming/Seeds/Milling
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
AAPC,Atlantic Alliance Partnership Corp.,Consumer Services,Services-Misc. Amusement & Recreation
ABCD,"Cambium Learning Group, Inc.",Consumer Services,Publishing
ABCO,The Advisory Board Company,Consumer Services,Other Consumer Services
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services
AGNC,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AGNCB,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AGNCP,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AMCX,AMC Networks Inc.,Consumer Services,Television Services
AMMA,"Alliance MMA, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
ANGI,"Angie&#39;s List, Inc.",Consumer Services,Advertising
APDN,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services
APDNW,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services
APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings
ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants
ASCMA,"Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services
ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services
ATAI,ATA Inc.,Consumer Services,Other Consumer Services
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,Restaurants
BCOM,B Communications Ltd.,Consumer Services,Telecommunications Equipment
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials
BOBE,"Bob Evans Farms, Inc.",Consumer Services,Restaurants
BOJA,"Bojangles&#39;, Inc.",Consumer Services,Restaurants
BONT,"The Bon-Ton Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
BWLD,"Buffalo Wild Wings, Inc.",Consumer Services,Restaurants
BZUN,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution
CACQ,Caesars Acquisition Company,Consumer Services,Hotels/Resorts
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CALI,China Auto Logistics Inc.,Consumer Services,Motor Vehicles
CAR,"Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants
CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment
CDOR,"Condor Hospitality Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution
CECO,Career Education Corporation,Consumer Services,Other Consumer Services
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting
CHDN,"Churchill Downs, Incorporated",Consumer Services,Services-Misc. Amusement & Recreation
CHSCL,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCM,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCN,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCO,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCP,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants
CIDM,Cinedigm Corp,Consumer Services,Consumer Electronics/Video Chains
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
CMCSA,Comcast Corporation,Consumer Services,Television Services
CMCT,CIM Commercial Trust Corporation,Consumer Services,Real Estate Investment Trusts
CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts
CNXN,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution
COGT,"Cogint, Inc.",Consumer Services,Advertising
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts
CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,Consumer Services,Other Consumer Services
CRTN,"Cartesian, Inc.",Consumer Services,Professional Services
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CTRN,"Citi Trends, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants
DISCA,"Discovery Communications, Inc.",Consumer Services,Television Services
DISCB,"Discovery Communications, Inc.",Consumer Services,Television Services
DISCK,"Discovery Communications, Inc.",Consumer Services,Television Services
DISH,DISH Network Corporation,Consumer Services,Television Services
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical
EMITF,Elbit Imaging Ltd.,Consumer Services,Building operators
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
ESND,Essendant Inc.,Consumer Services,Paper
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution
EXPE,"Expedia, Inc.",Consumer Services,Transportation Services
EXPO,"Exponent, Inc.",Consumer Services,Professional Services
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
FCFS,"First Cash, Inc.",Consumer Services,Other Specialty Stores
FENX,"Fenix Parts, Inc.",Consumer Services,Motor Vehicles
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores
FOGO,"Fogo de Chao, Inc.",Consumer Services,Restaurants
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services
FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,Restaurants
FTD,"FTD Companies, Inc.",Consumer Services,Other Consumer Services
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
GK,"G&K Services, Inc.",Consumer Services,Other Consumer Services
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts
GMAN,"Gordmans Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation
GNUS,"Genius Brands International, Inc.",Consumer Services,Movies/Entertainment
GOGL,Golden Ocean Group Limited,Consumer Services,Marine Transportation
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,Consumer Services,Real Estate
GSOL,Global Sources Ltd.,Consumer Services,Advertising
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants
GYRO,"Gyrodyne , LLC",Consumer Services,Building operators
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HCOM,"Hawaiian Telcom Holdco, Inc.",Consumer Services,Telecommunications Equipment
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books
HMNY,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services
HOTR,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants
HOTRW,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts
HSNI,"HSN, Inc.",Consumer Services,Other Specialty Stores
HTHT,"China Lodging Group, Limited",Consumer Services,Hotels/Resorts
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores
ICFI,"ICF International, Inc.",Consumer Services,Professional Services
IFMK,iFresh Inc.,Consumer Services,Food Chains
III,"Information Services Group, Inc.",Consumer Services,Professional Services
IKGH,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation
IMKTA,"Ingles Markets, Incorporated",Consumer Services,Food Chains
INTG,The Intergroup Corporation,Consumer Services,Building operators
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators
IRG,"Ignite Restaurant Group, Inc.",Consumer Services,Restaurants
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation
ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising
ISLE,"Isle of Capri Casinos, Inc.",Consumer Services,Hotels/Resorts
IZEA,IZEA Inc.,Consumer Services,Advertising
JACK,Jack In The Box Inc.,Consumer Services,Restaurants
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores
JMBA,"Jamba, Inc.",Consumer Services,Restaurants
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBTYA,Liberty Global plc,Consumer Services,Television Services
LBTYB,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,Consumer Services,Television Services
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LEXEA,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services
LILA,Liberty Global plc,Consumer Services,Television Services
LILAK,Liberty Global plc,Consumer Services,Television Services
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
